Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	EC number	Organism (ID)	Rhea ID	AlphaFoldDB	PDB	BRENDA	BioCyc	PathwayCommons	SABIO-RK	Reactome	PlantReactome	SIGNOR	SignaLink	UniPathway
Q9Y3Q0	reviewed	NALD2_HUMAN	N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II)	NAALAD2	Homo sapiens (Human)	3.4.17.21	9606		Q9Y3Q0;	3FEC;3FED;3FEE;3FF3;			Q9Y3Q0;		R-HSA-8963693;		Q9Y3Q0;	Q9Y3Q0;	
Q9Y3R4	reviewed	NEUR2_HUMAN	Sialidase-2 (EC 3.2.1.18) (Cytosolic sialidase) (N-acetyl-alpha-neuraminidase 2)	NEU2	Homo sapiens (Human)	3.2.1.18	9606	RHEA:47832 RHEA:47872 RHEA:47828 RHEA:47876 RHEA:48120 RHEA:48136 RHEA:48172 RHEA:47852 RHEA:64640	Q9Y3R4;	1SNT;1SO7;1VCU;2F0Z;2F10;2F11;2F12;2F13;2F24;2F25;2F26;2F27;2F28;2F29;4NC5;4NCS;	3.2.1.18;		Q9Y3R4;	Q9Y3R4;	R-HSA-4085001;R-HSA-9840310;			Q9Y3R4;	
Q9Y3S1	reviewed	WNK2_HUMAN	Serine/threonine-protein kinase WNK2 (EC 2.7.11.1) (Antigen NY-CO-43) (Protein kinase lysine-deficient 2) (Protein kinase with no lysine 2) (Serologically defined colon cancer antigen 43)	WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q9Y3S1;	6ELM;6FBK;			Q9Y3S1;		R-HSA-2672351;		Q9Y3S1;	Q9Y3S1;	
Q9Y3Z3	reviewed	SAMH1_HUMAN	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Dendritic cell-derived IFNG-induced protein) (DCIP) (Monocyte protein 5) (MOP-5) (SAM domain and HD domain-containing protein 1) (hSAMHD1)	SAMHD1 MOP5	Homo sapiens (Human)	3.1.5.-	9606	RHEA:46148	Q9Y3Z3;	2E8O;3U1N;4BZB;4BZC;4CC9;4MZ7;4Q7H;4QFX;4QFY;4QFZ;4QG0;4QG1;4QG2;4QG4;4RXO;4RXP;4RXQ;4RXR;4RXS;4TNP;4TNQ;4TNR;4TNX;4TNY;4TNZ;4TO0;4TO1;4TO2;4TO3;4TO4;4TO5;4TO6;4ZWE;4ZWG;5AO0;5AO1;5AO2;5AO3;5AO4;6CM2;6DW3;6DW4;6DW5;6DW7;6DWD;6DWJ;6DWK;6TX0;6TXA;6TXC;6TXE;6TXF;6U6X;6U6Y;6U6Z;6XU1;6YOM;7A5Y;7LTT;7LU5;7S2Y;7UJN;8D94;8D9J;8GB1;8GB2;8TDW;	3.1.5.B1;		Q9Y3Z3;		R-HSA-8956319;R-HSA-909733;		Q9Y3Z3;	Q9Y3Z3;	
Q9Y450	reviewed	HBS1L_HUMAN	HBS1-like protein (EC 3.6.5.-) (ERFS)	HBS1L HBS1 KIAA1038	Homo sapiens (Human)	3.6.5.-	9606	RHEA:19669	Q9Y450;	5LZW;5LZX;5LZY;5LZZ;			Q9Y450;		R-HSA-429958;			Q9Y450;	
Q9Y4B6	reviewed	DCAF1_HUMAN	DDB1- and CUL4-associated factor 1 (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein)	DCAF1 KIAA0800 RIP VPRBP	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q9Y4B6;	3WA0;4CC9;4P7I;4PXW;4Z8L;5AJA;5JK7;6N45;6ZUE;6ZX9;7OKQ;7SSE;7UFV;7V7B;7V7C;8F8E;8OG5;8OG6;8OG7;8OG8;8OG9;8OGA;8OGB;8OGC;8OO5;8OOD;			Q9Y4B6;		R-HSA-983168;		Q9Y4B6;	Q9Y4B6;	UPA00143;
Q9Y4E8	reviewed	UBP15_HUMAN	Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15) (Unph-2) (Unph4)	USP15 KIAA0529	Homo sapiens (Human)	3.4.19.12	9606		Q9Y4E8;	1W6V;3LMN;3PPA;3PV1;3T9L;4A3O;4A3P;5JJW;6CPM;6CRN;6DJ9;6GH9;6GHA;6ML1;7R2G;			Q9Y4E8;		R-HSA-2173788;R-HSA-5689603;R-HSA-5689880;		Q9Y4E8;	Q9Y4E8;	
Q9Y4K0	reviewed	LOXL2_HUMAN	Lysyl oxidase homolog 2 (EC 1.4.3.13) (Lysyl oxidase-like protein 2) (Lysyl oxidase-related protein 2) (Lysyl oxidase-related protein WS9-14)	LOXL2	Homo sapiens (Human)	1.4.3.13	9606	RHEA:24544	Q9Y4K0;	5ZE3;	1.4.3.13;		Q9Y4K0;		R-HSA-1566948;R-HSA-2243919;		Q9Y4K0;	Q9Y4K0;	
Q9Y4K3	reviewed	TRAF6_HUMAN	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (Interleukin-1 signal transducer) (RING finger protein 85) (RING-type E3 ubiquitin transferase TRAF6)	TRAF6 RNF85	Homo sapiens (Human)	2.3.2.27	9606		Q9Y4K3;	1LB4;1LB5;1LB6;2ECI;2JMD;3HCS;3HCT;3HCU;4Z8M;5ZUJ;6A33;7L3L;8HZ2;			Q9Y4K3;		R-HSA-1257604;R-HSA-166058;R-HSA-168638;R-HSA-168927;R-HSA-193692;R-HSA-202424;R-HSA-205043;R-HSA-209543;R-HSA-209560;R-HSA-2871837;R-HSA-445989;R-HSA-450302;R-HSA-450321;R-HSA-5607764;R-HSA-5689880;R-HSA-5689896;R-HSA-6811558;R-HSA-9014325;R-HSA-9020702;R-HSA-933541;R-HSA-933542;R-HSA-937039;R-HSA-937041;R-HSA-937042;R-HSA-937072;R-HSA-9645460;R-HSA-9692916;R-HSA-9705671;R-HSA-975110;R-HSA-975138;R-HSA-975144;R-HSA-975155;R-HSA-975163;R-HSA-9758274;R-HSA-975871;		Q9Y4K3;	Q9Y4K3;	UPA00143;
Q9Y4P1	reviewed	ATG4B_HUMAN	Cysteine protease ATG4B (EC 3.4.22.-) (AUT-like 1 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 1) (Autophagin-1) (Autophagy-related protein 4 homolog B) (HsAPG4B) (hAPG4B)	ATG4B APG4B AUTL1 KIAA0943	Homo sapiens (Human)	3.4.22.-	9606	RHEA:67548 RHEA:67576	Q9Y4P1;	2CY7;2D1I;2Z0D;2Z0E;2ZZP;5LXH;5LXI;			Q9Y4P1;	Q9Y4P1;	R-HSA-1632852;		Q9Y4P1;	Q9Y4P1;	
Q9Y4U1	reviewed	MMAC_HUMAN	Cyanocobalamin reductase / alkylcobalamin dealkylase (Alkylcobalamin:glutathione S-alkyltransferase) (EC 2.5.1.151) (CblC) (Cyanocobalamin reductase (cyanide-eliminating)) (EC 1.16.1.6) (Methylmalonic aciduria and homocystinuria type C protein) (MMACHC)	MMACHC	Homo sapiens (Human)	1.16.1.6; 2.5.1.151	9606	RHEA:16113 RHEA:40719 RHEA:63132 RHEA:63136	Q9Y4U1;	3SBY;3SBZ;3SC0;3SOM;5UOS;7WUZ;	2.5.1.151;	MetaCyc:ENSG00000132763-MONOMER;	Q9Y4U1;		R-HSA-3359473;R-HSA-3359474;R-HSA-9759218;			Q9Y4U1;	
Q9Y4X5	reviewed	ARI1_HUMAN	E3 ubiquitin-protein ligase ARIH1 (EC 2.3.2.31) (H7-AP2) (HHARI) (Monocyte protein 6) (MOP-6) (Protein ariadne-1 homolog) (ARI-1) (UbcH7-binding protein) (UbcM4-interacting protein) (Ubiquitin-conjugating enzyme E2-binding protein 1)	ARIH1 ARI MOP6 UBCH7BP HUSSY-27	Homo sapiens (Human)	2.3.2.31	9606		Q9Y4X5;	1WD2;2M9Y;4KBL;4KC9;5TTE;5UDH;7B5L;7B5M;7B5N;7B5S;	2.3.2.27;2.3.2.31;		Q9Y4X5;		R-HSA-1169408;R-HSA-9833482;		Q9Y4X5;	Q9Y4X5;	UPA00143;
Q9Y530	reviewed	OARD1_HUMAN	ADP-ribose glycohydrolase OARD1 (O-acetyl-ADP-ribose deacetylase 1) (EC 3.5.1.-) (Terminal ADP-ribose protein glycohydrolase 1) ([Protein ADP-ribosylglutamate] hydrolase OARD1) (EC 3.2.2.-)	OARD1 C6orf130 TARG1	Homo sapiens (Human)	3.2.2.-; 3.5.1.-	9606	RHEA:57060 RHEA:58248 RHEA:68792	Q9Y530;	2EEE;2L8R;2LGR;4J5Q;4J5R;4J5S;			Q9Y530;	Q9Y530;				Q9Y530;	
Q9Y570	reviewed	PPME1_HUMAN	Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89)	PPME1 PME1 PP2593 PRO0750	Homo sapiens (Human)	3.1.1.89	9606	RHEA:48548	Q9Y570;	3C5V;3C5W;7SOY;	3.1.1.89;	MetaCyc:MONOMER-16514;	Q9Y570;		R-HSA-69273;		Q9Y570;	Q9Y570;	
Q9Y572	reviewed	RIPK3_HUMAN	Receptor-interacting serine/threonine-protein kinase 3 (EC 2.7.11.1) (RIP-like protein kinase 3) (Receptor-interacting protein 3) (RIP-3)	RIPK3 RIP3	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q9Y572;	5V7Z;5ZCK;7DA4;7DAC;7MON;7MX3;	2.7.10.2;		Q9Y572;		R-HSA-168927;R-HSA-1810476;R-HSA-2562578;R-HSA-3295583;R-HSA-5213460;R-HSA-5675482;R-HSA-9013957;R-HSA-937041;R-HSA-9686347;R-HSA-9692913;R-HSA-9692916;		Q9Y572;	Q9Y572;	
Q9Y5B0	reviewed	CTDP1_HUMAN	RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (TFIIF-associating CTD phosphatase)	CTDP1 FCP1	Homo sapiens (Human)	3.1.3.16	9606	RHEA:20629 RHEA:47004	Q9Y5B0;	1J2X;1ONV;2K7L;			Q9Y5B0;		R-HSA-112382;R-HSA-113418;R-HSA-167152;R-HSA-167158;R-HSA-167200;R-HSA-167238;R-HSA-167242;R-HSA-167243;R-HSA-167246;R-HSA-167287;R-HSA-167290;R-HSA-674695;R-HSA-6796648;R-HSA-75955;		Q9Y5B0;	Q9Y5B0;	
Q9Y5K5	reviewed	UCHL5_HUMAN	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)	UCHL5 UCH37 AD-019 CGI-70	Homo sapiens (Human)	3.4.19.12	9606		Q9Y5K5;	3A7S;3IHR;3RII;3RIS;3TB3;4UEL;4UEM;4UF5;4UF6;4WLP;	3.4.19.12;		Q9Y5K5;		R-HSA-2173788;R-HSA-5689603;		Q9Y5K5;	Q9Y5K5;	
Q9Y5N5	reviewed	N6MT1_HUMAN	Methyltransferase N6AMT1 (HemK methyltransferase family member 2) (M.HsaHemK2P) (Lysine N-methyltransferase 9) (EC 2.1.1.-) (Methylarsonite methyltransferase N6AMT1) (EC 2.1.1.-) (Protein N(5)-glutamine methyltransferase) (EC 2.1.1.-)	N6AMT1 C21orf127 HEMK2 KMT9 PRED28	Homo sapiens (Human)	2.1.1.-	9606	RHEA:10024 RHEA:57452 RHEA:11684	Q9Y5N5;	6H1D;6H1E;6K0X;6KHS;6KMR;6KMS;6PED;	2.1.1.137;2.1.1.72;	MetaCyc:ENSG00000156239-MONOMER;	Q9Y5N5;		R-HSA-156581;R-HSA-72764;			Q9Y5N5;	
Q9Y5P4	reviewed	CERT_HUMAN	Ceramide transfer protein (hCERT) (Collagen type IV alpha-3-binding protein) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11)	CERT1 CERT COL4A3BP STARD11	Homo sapiens (Human)		9606	RHEA:45720	Q9Y5P4;	2E3M;2E3N;2E3O;2E3P;2E3Q;2E3R;2E3S;2RSG;2Z9Y;2Z9Z;3H3Q;3H3R;3H3S;3H3T;4HHV;5JJD;5ZYG;5ZYH;5ZYI;5ZYJ;5ZYK;5ZYL;5ZYM;6IEZ;6IF0;6J0O;6J81;	2.7.11.9;		Q9Y5P4;		R-HSA-1660661 [Q9Y5P4-2];		Q9Y5P4;	Q9Y5P4;	
Q9Y5P6	reviewed	GMPPB_HUMAN	Mannose-1-phosphate guanyltransferase beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta)	GMPPB	Homo sapiens (Human)	2.7.7.13	9606	RHEA:15229	Q9Y5P6;	7D72;7D73;7D74;	2.7.7.13;		Q9Y5P6;		R-HSA-446205;			Q9Y5P6;	UPA00126;
Q9Y5S2	reviewed	MRCKB_HUMAN	Serine/threonine-protein kinase MRCK beta (EC 2.7.11.1) (CDC42-binding protein kinase beta) (CDC42BP-beta) (DMPK-like beta) (Myotonic dystrophy kinase-related CDC42-binding kinase beta) (MRCK beta) (Myotonic dystrophy protein kinase-like beta)	CDC42BPB KIAA1124	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q9Y5S2;	3QFV;3TKU;4UAK;4UAL;5OTE;5OTF;			Q9Y5S2;		R-HSA-9013148;R-HSA-9013406;R-HSA-9013409;		Q9Y5S2;	Q9Y5S2;	
Q9Y5T5	reviewed	UBP16_HUMAN	Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-processing protease UBP-M) (Ubiquitin-specific-processing protease 16)	USP16 MSTP039	Homo sapiens (Human)	3.4.19.12	9606		Q9Y5T5;	2I50;			Q9Y5T5;		R-HSA-5689880;		Q9Y5T5;	Q9Y5T5;	
Q9Y5Y6	reviewed	ST14_HUMAN	Suppressor of tumorigenicity 14 protein (EC 3.4.21.109) (Matriptase) (Membrane-type serine protease 1) (MT-SP1) (Prostamin) (Serine protease 14) (Serine protease TADG-15) (Tumor-associated differentially-expressed gene 15 protein)	ST14 PRSS14 SNC19 TADG15	Homo sapiens (Human)	3.4.21.109	9606		Q9Y5Y6;	1EAW;1EAX;2GV6;2GV7;3BN9;3NCL;3NPS;3P8F;3P8G;3SO3;4IS5;4ISL;4ISN;4ISO;4JYT;4JZ1;4JZI;4O97;4O9V;4R0I;5LYO;6N4T;6T9T;	3.4.21.109;		Q9Y5Y6;		R-HSA-6809371;			Q9Y5Y6;	
Q9Y5Y9	reviewed	SCNAA_HUMAN	Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (hPN3) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8)	SCN10A	Homo sapiens (Human)		9606	RHEA:34963	Q9Y5Y9;	7WE4;7WEL;7WFR;7WFW;			Q9Y5Y9;		R-HSA-445095;R-HSA-5576892;		Q9Y5Y9;	Q9Y5Y9;	
Q9Y5Z0	reviewed	BACE2_HUMAN	Beta-secretase 2 (EC 3.4.23.45) (Aspartic-like protease 56 kDa) (Aspartyl protease 1) (ASP1) (Asp 1) (Beta-site amyloid precursor protein cleaving enzyme 2) (Beta-site APP cleaving enzyme 2) (Down region aspartic protease) (DRAP) (Memapsin-1) (Membrane-associated aspartic protease 1) (Theta-secretase)	BACE2 AEPLC ALP56 ASP21 CDA13 UNQ418/PRO852	Homo sapiens (Human)	3.4.23.45	9606		Q9Y5Z0;	2EWY;3ZKG;3ZKI;3ZKM;3ZKN;3ZKQ;3ZKS;3ZKX;3ZL7;3ZLQ;4BEL;4BFB;6JSZ;6UJ0;6UJ1;7D5B;7D5U;7F1G;7N4N;	3.4.23.45;3.4.24.56;	MetaCyc:G66-33964-MONOMER;	Q9Y5Z0;				Q9Y5Z0;	Q9Y5Z0;	
Q9Y600	reviewed	CSAD_HUMAN	Cysteine sulfinic acid decarboxylase (EC 4.1.1.29) (Aspartate 1-decarboxylase) (EC 4.1.1.11) (Cysteine-sulfinate decarboxylase) (Sulfinoalanine decarboxylase)	CSAD CSD	Homo sapiens (Human)	4.1.1.11; 4.1.1.29	9606	RHEA:19497 RHEA:16877 RHEA:25221	Q9Y600;	2JIS;	4.1.1.29;	MetaCyc:HS06642-MONOMER;	Q9Y600;		R-HSA-1614558;		Q9Y600;	Q9Y600;	UPA00012;
Q9Y606	reviewed	PUS1_HUMAN	Pseudouridylate synthase 1 homolog (EC 5.4.99.-) (tRNA pseudouridine synthase 1) (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	PUS1 PP8985	Homo sapiens (Human)	5.4.99.-; 5.4.99.12	9606	RHEA:54572 RHEA:22376 RHEA:56644	Q9Y606;	4IQM;4ITS;4J37;4NZ6;4NZ7;	5.4.99.B22;		Q9Y606;		R-HSA-6782315 [Q9Y606-2];R-HSA-6787450 [Q9Y606-1];			Q9Y606;	
Q9Y617	reviewed	SERC_HUMAN	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	PSAT1 PSA	Homo sapiens (Human)	2.6.1.52	9606	RHEA:14329	Q9Y617;	3E77;8A5V;8A5W;	2.6.1.4;2.6.1.52;	MetaCyc:HS05946-MONOMER;	Q9Y617;	Q9Y617;	R-HSA-977347;		Q9Y617;	Q9Y617;	UPA00135;
Q9Y663	reviewed	HS3SA_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1) (3-OST-3A) (Heparan sulfate 3-O-sulfotransferase 3A1) (h3-OST-3A)	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180	Homo sapiens (Human)	2.8.2.30	9606	RHEA:15461	Q9Y663;	1T8T;1T8U;6XKG;6XL8;	2.8.2.30;	MetaCyc:HS07937-MONOMER;	Q9Y663;		R-HSA-2022928;				
Q9Y666	reviewed	S12A7_HUMAN	Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4)	SLC12A7 KCC4	Homo sapiens (Human)		9606	RHEA:72427	Q9Y666;	7D99;			Q9Y666;		R-HSA-426117;		Q9Y666;	Q9Y666;	
Q9Y697	reviewed	NFS1_HUMAN	Cysteine desulfurase (EC 2.8.1.7)	NFS1 NIFS HUSSY-08	Homo sapiens (Human)	2.8.1.7	9606	RHEA:43892 RHEA:43892 RHEA:17457	Q9Y697;	5KZ5;5USR;5WGB;5WKP;5WLW;6NZU;6UXE;6W1D;6WI2;6WIH;7RTK;	2.8.1.7;	MetaCyc:HS01304-MONOMER;	Q9Y697;		R-HSA-1362409 [Q9Y697-1];R-HSA-947581 [Q9Y697-2];		Q9Y697;	Q9Y697;	
Q9Y6A2	reviewed	CP46A_HUMAN	Cholesterol 24-hydroxylase (CH24H) (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1)	CYP46A1 CYP46	Homo sapiens (Human)	1.14.14.25	9606	RHEA:22716 RHEA:53808 RHEA:53244 RHEA:53240 RHEA:53236 RHEA:53232 RHEA:46392 RHEA:46388 RHEA:46384 RHEA:46380 RHEA:46308 RHEA:46304 RHEA:46300 RHEA:46296	Q9Y6A2;	2Q9F;2Q9G;3MDM;3MDR;3MDT;3MDV;4ENH;4FIA;4J14;7LRL;7LS3;7LS4;7N3L;7N3M;7N6F;	1.14.14.25;		Q9Y6A2;	Q9Y6A2;	R-HSA-193775;R-HSA-211976;			Q9Y6A2;	UPA00229;UPA01058;
Q9Y6E0	reviewed	STK24_HUMAN	Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)]	STK24 MST3 STK3	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q9Y6E0;	3A7F;3A7G;3A7H;3A7I;3A7J;3CKW;3CKX;3ZHP;4O27;4QML;4QMM;4QMN;4QMO;4QMP;4QMQ;4QMS;4QMT;4QMU;4QMV;4QMW;4QMX;4QMY;4QMZ;4QNA;4QO9;4U8Z;4W8D;4W8E;7B30;7B31;7B32;7B33;7B34;7B35;8BZI;8BZJ;8QLQ;8QLR;8QLS;8QLT;			Q9Y6E0;	Q9Y6E0;	R-HSA-111465;R-HSA-75153;		Q9Y6E0;	Q9Y6E0;	
Q9Y6F1	reviewed	PARP3_HUMAN	Protein mono-ADP-ribosyltransferase PARP3 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 3) (ARTD3) (DNA ADP-ribosyltransferase PARP3) (EC 2.4.2.-) (IRT1) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3) (Poly [ADP-ribose] polymerase 3) (PARP-3) (hPARP-3) (Poly[ADP-ribose] synthase 3) (pADPRT-3)	PARP3 ADPRT3 ADPRTL3	Homo sapiens (Human)	2.4.2.-	9606	RHEA:54424 RHEA:58224 RHEA:58220	Q9Y6F1;	2EOC;3C49;3C4H;3CE0;3FHB;4GV0;4GV2;4GV4;4L6Z;4L70;4L7L;4L7N;4L7O;4L7P;4L7R;4L7U;	2.4.2.30;		Q9Y6F1;				Q9Y6F1;	Q9Y6F1;	
Q9Y6F8	reviewed	CDY1_HUMAN	Testis-specific chromodomain protein Y 1 (EC 2.3.1.48)	CDY1 CDY1A; CDY1B	Homo sapiens (Human)	2.3.1.48	9606	RHEA:45948	Q9Y6F8;	2FBM;6V41;			Q9Y6F8;					Q9Y6F8;	
Q9Y6K0	reviewed	CEPT1_HUMAN	Choline/ethanolaminephosphotransferase 1 (hCEPT1) (EC 2.7.8.1) (EC 2.7.8.2) (1-alkenyl-2-acylglycerol choline phosphotransferase) (EC 2.7.8.22)	CEPT1 PRO1101	Homo sapiens (Human)	2.7.8.1; 2.7.8.2; 2.7.8.22	9606	RHEA:32943 RHEA:32939 RHEA:36179 RHEA:36227 RHEA:54232 RHEA:54236 RHEA:54240 RHEA:54244 RHEA:54248 RHEA:54252 RHEA:54332 RHEA:54336 RHEA:54340 RHEA:54348 RHEA:54352	Q9Y6K0;	8GYW;8GYX;	2.7.8.1;2.7.8.2;	MetaCyc:HS05844-MONOMER;	Q9Y6K0;	Q9Y6K0;	R-HSA-1483191;R-HSA-1483213;			Q9Y6K0;	UPA00558;UPA00753;
Q9Y6K1	reviewed	DNM3A_HUMAN	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	DNMT3A	Homo sapiens (Human)	2.1.1.-; 2.1.1.37	9606	RHEA:13681 RHEA:66544	Q9Y6K1;	2QRV;3A1A;3A1B;3LLR;3SVM;4QBQ;4QBR;4QBS;4U7P;4U7T;5YX2;6BRR;6F57;6PA7;6W89;6W8B;6W8D;6W8J;8BA5;	2.1.1.37;		Q9Y6K1;		R-HSA-212300;R-HSA-3214858;R-HSA-4655427;R-HSA-5334118;R-HSA-9710421;		Q9Y6K1;	Q9Y6K1;	
Q9Y6K5	reviewed	OAS3_HUMAN	2'-5'-oligoadenylate synthase 3 ((2-5')oligo(A) synthase 3) (2-5A synthase 3) (EC 2.7.7.84) (p100 OAS) (p100OAS)	OAS3 P/OKcl.4	Homo sapiens (Human)	2.7.7.84	9606	RHEA:34407	Q9Y6K5;	4S3N;	2.7.7.84;	MetaCyc:ENSG00000111331-MONOMER;	Q9Y6K5;		R-HSA-877300;R-HSA-8983711;R-HSA-909733;			Q9Y6K5;	
Q9Y6K8	reviewed	KAD5_HUMAN	Adenylate kinase isoenzyme 5 (AK 5) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 5)	AK5	Homo sapiens (Human)	2.7.4.3; 2.7.4.6	9606	RHEA:12973 RHEA:44640 RHEA:18113	Q9Y6K8;	2BWJ;	2.7.4.3;	MetaCyc:HS07943-MONOMER;	Q9Y6K8;		R-HSA-499943;			Q9Y6K8;	
Q9Y6L6	reviewed	SO1B1_HUMAN	Solute carrier organic anion transporter family member 1B1 (SLCO1B1) (Liver-specific organic anion transporter 1) (LST-1) (OATP-C) (Organic anion transporter SLC21A6) (Sodium-independent organic anion-transporting polypeptide 2) (OATP-2) (Solute carrier family 21 member 6)	SLCO1B1 LST1 OATP1B1 OATP2 OATPC SLC21A6	Homo sapiens (Human)		9606	RHEA:71703 RHEA:71839 RHEA:71835 RHEA:71815 RHEA:71819 RHEA:50984 RHEA:50992 RHEA:72691 RHEA:72743 RHEA:72747 RHEA:72791 RHEA:72795	Q9Y6L6;	8HNB;8HNC;8HND;8HNH;8K6L;8PHW;			Q9Y6L6;	Q9Y6L6;	R-HSA-159418;R-HSA-189483;R-HSA-5619110;R-HSA-879518;R-HSA-9754706;			Q9Y6L6;	
Q9Y6M4	reviewed	KC1G3_HUMAN	Casein kinase I isoform gamma-3 (CKI-gamma 3) (EC 2.7.11.1)	CSNK1G3	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q9Y6M4;	2CHL;2IZR;2IZS;2IZT;2IZU;4G16;4G17;4HGL;4HGS;6GRO;	2.7.11.1;		Q9Y6M4;					Q9Y6M4;	
Q9Y6N5	reviewed	SQOR_HUMAN	Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.8) (Sulfide dehydrogenase-like) (Sulfide quinone oxidoreductase)	SQOR SQRDL CGI-44	Homo sapiens (Human)	1.8.5.8	9606	RHEA:38359 RHEA:55156 RHEA:62608	Q9Y6N5;	6MO6;6MP5;6OI5;6OI6;6OIB;6OIC;6WH6;8DHK;	1.8.5.4;1.8.5.8;	MetaCyc:HS06393-MONOMER;	Q9Y6N5;		R-HSA-1614517;			Q9Y6N5;	
Q9Y6Q9	reviewed	NCOA3_HUMAN	Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1)	NCOA3 AIB1 BHLHE42 RAC3 TRAM1	Homo sapiens (Human)	2.3.1.48	9606	RHEA:45948	Q9Y6Q9;	1KBH;3L3X;3L3Z;6ES7;6SQC;	2.3.1.48;		Q9Y6Q9;		R-HSA-1989781;R-HSA-381340;R-HSA-5617472;R-HSA-5687128;R-HSA-9018519;		Q9Y6Q9;	Q9Y6Q9;	
Q9Y6R1	reviewed	S4A4_HUMAN	Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4) (kNBC1)	SLC4A4 NBC NBC1 NBCE1	Homo sapiens (Human)		9606	RHEA:72215 RHEA:72219 RHEA:72215 RHEA:72219	Q9Y6R1;	6CAA;			Q9Y6R1;		R-HSA-425381;R-HSA-5619054;		Q9Y6R1;	Q9Y6R1;	
